,Mkt-RF,SMB,HML,RF
19280501,    0.26,    0.18,    0.47,    0.01
19280502,    0.08,    0.36,   -0.21,    0.01
19280503,    0.39,    0.22,   -0.71,    0.01
19280504,    1.18,   -0.68,   -0.23,    0.01
19280507,    0.69,    0.32,   -0.23,    0.01
19280508,   -0.56,   -0.13,   -0.30,    0.01
19280509,    0.04,   -0.29,    0.63,    0.01
19280510,   -0.17,    0.40,   -0.42,    0.01
19280511,    0.77,    0.58,   -0.59,    0.01
19280514,    0.48,    0.57,    0.08,    0.01
19280515,   -0.05,    0.81,   -0.59,    0.01
19280516,   -1.52,   -0.18,   -0.40,    0.01
19280517,    0.49,   -0.29,   -0.66,    0.01
19280518,   -0.72,    0.13,    1.20,    0.01
19280521,   -1.17,    0.60,   -0.18,    0.01
19280522,   -1.41,   -0.49,   -0.56,    0.01
19280523,    1.73,   -0.13,   -0.24,    0.01
19280524,    0.52,    0.62,    0.29,    0.01
19280525,    0.20,    0.32,   -0.03,    0.01
19280528,   -1.47,   -0.47,   -0.27,    0.01
19280529,    0.88,   -0.32,   -0.10,    0.01
19280531,    0.95,    0.52,    0.17,    0.01
19280601,    0.31,   -0.04,   -0.34,    0.01
19280602,    0.65,    0.33,   -0.07,    0.01
19280604,   -1.84,    0.04,   -0.18,    0.01
19280605,    0.21,    0.34,   -0.07,    0.01
19280606,   -0.84,    0.40,    0.11,    0.01
19280607,   -0.52,   -0.77,   -0.78,    0.01
19280608,   -1.39,   -0.19,   -0.74,    0.01
19280609,   -1.30,   -0.23,   -0.27,    0.01
19280611,   -2.30,   -1.14,   -0.37,    0.01
19280612,   -2.33,   -3.27,    0.15,    0.01
19280613,    3.13,    0.38,    0.71,    0.01
19280614,    0.97,    1.52,    0.92,    0.01
19280615,   -1.24,   -0.18,    0.50,    0.01
19280616,   -0.03,   -0.58,   -0.01,    0.01
19280618,   -2.02,    0.06,   -0.16,    0.01
19280619,   -0.62,   -1.27,   -0.16,    0.01
19280620,    1.38,    0.07,    0.43,    0.01
19280621,    0.15,    0.51,    0.48,    0.01
19280622,   -0.03,    0.15,    0.43,    0.01
19280623,   -0.65,    0.14,   -0.26,    0.01
19280625,    0.09,   -0.68,    0.53,    0.01
19280626,    1.00,   -0.16,   -0.02,    0.01
19280627,    1.01,    0.59,   -0.23,    0.01
19280628,    0.81,    0.24,   -0.25,    0.01
19280629,    0.49,   -0.11,    0.33,    0.01
19280630,    0.12,    0.08,   -0.28,    0.01
19280702,   -1.20,   -0.03,   -0.30,    0.01
19280703,    1.62,   -0.29,    0.13,    0.01
19280705,    0.94,   -0.02,    0.05,    0.01
19280706,   -0.32,    0.21,    0.31,    0.01
19280707,    0.26,    0.03,    0.39,    0.01
19280709,    0.01,    0.07,   -0.46,    0.01
19280710,   -0.27,    0.10,   -0.74,    0.01
19280711,   -2.33,    0.15,   -0.16,    0.01
19280712,   -0.62,   -0.64,    0.67,    0.01
19280713,    0.68,   -0.13,   -0.09,    0.01
19280714,   -0.03,    0.28,    0.33,    0.01
19280716,   -1.23,   -0.13,   -0.05,    0.01
19280717,    0.46,   -0.33,   -0.47,    0.01
19280718,    0.89,   -0.12,   -0.44,    0.01
19280719,   -0.16,    0.35,    0.59,    0.01
19280720,    0.11,   -0.07,    0.11,    0.01
19280721,   -0.23,    0.18,    0.18,    0.01
19280723,    0.63,   -0.25,   -0.36,    0.01
19280724,    0.03,    0.17,    0.61,    0.01
19280725,    0.44,   -0.09,   -0.34,    0.01
19280726,    0.22,   -0.14,    0.29,    0.01
19280727,    0.79,   -0.35,   -0.79,    0.01
19280728,    0.25,   -0.17,    0.03,    0.01
19280730,   -0.13,   -0.11,    0.07,    0.01
19280731,   -0.11,   -0.03,   -0.11,    0.01
19280801,    0.26,   -0.07,    0.01,    0.01
19280802,   -0.45,    0.11,   -0.01,    0.01
19280803,    0.22,   -0.05,    0.19,    0.01
19280804,    0.22,    0.15,    0.20,    0.01
19280806,    0.73,   -0.25,   -0.32,    0.01
19280807,   -0.35,    0.12,    0.49,    0.01
19280808,   -1.12,    0.16,    0.01,    0.01
19280809,    0.12,   -0.02,   -0.30,    0.01
19280810,   -0.20,    0.05,   -0.04,    0.01
19280811,    0.12,    0.08,   -0.14,    0.01
19280813,   -0.05,    0.04,    0.22,    0.01
19280814,   -0.66,    0.54,    0.05,    0.01
19280815,    1.38,   -0.67,   -0.30,    0.01
19280816,    0.79,   -0.21,    0.22,    0.01
19280817,    0.28,   -0.32,   -0.48,    0.01
19280818,    0.28,    0.02,    0.51,    0.01
19280820,    0.23,    0.07,   -0.07,    0.01
19280821,    0.98,   -0.40,   -0.46,    0.01
19280822,    0.13,    0.00,   -0.62,    0.01
19280823,    0.01,    0.04,    0.04,    0.01
19280824,    1.37,   -0.36,   -0.19,    0.01
19280825,    0.27,   -0.11,   -0.06,    0.01
19280827,   -0.29,    0.13,   -0.61,    0.01
19280828,    0.58,   -0.38,   -0.25,    0.01
19280829,    0.25,    0.04,    0.08,    0.01
19280830,    0.26,    0.03,    0.09,    0.01
19280831,    1.15,   -0.67,   -0.27,    0.01
19280901,    0.25,    0.15,    0.07,    0.01
19280904,    0.41,   -0.03,   -0.10,    0.01
19280905,    0.41,    0.01,   -0.10,    0.01
19280906,   -0.40,    0.18,    0.50,    0.01
19280907,    0.65,    0.35,   -0.19,    0.01
19280908,   -0.30,    0.19,    0.04,    0.01
19280910,   -0.37,    0.23,   -0.02,    0.01
19280911,    0.63,   -0.18,    0.21,    0.01
19280912,    0.35,   -0.05,    0.18,    0.01
19280913,   -0.10,    0.06,   -0.31,    0.01
19280914,    0.13,    0.15,    0.42,    0.01
19280915,    0.58,   -0.28,    0.71,    0.01
19280917,    0.54,    0.72,    0.11,    0.01
19280918,   -0.68,    0.64,   -0.71,    0.01
19280919,   -0.06,    0.16,    0.45,    0.01
19280920,    0.15,    0.53,   -0.11,    0.01
19280921,    0.68,   -0.46,    0.18,    0.01
19280922,   -0.24,    0.20,    0.69,    0.01
19280924,    0.62,   -0.42,   -0.09,    0.01
19280925,   -0.07,    0.24,    0.11,    0.01
19280926,   -0.15,    0.22,   -0.55,    0.01
19280927,   -1.22,   -0.15,   -0.02,    0.01
19280928,    0.01,   -0.11,   -0.46,    0.01
19280929,    1.03,   -0.01,   -0.19,    0.01
19281001,   -0.11,    0.83,   -0.27,    0.02
19281002,   -0.44,    0.10,   -0.05,    0.02
19281003,   -0.28,    0.56,    0.15,    0.02
19281004,    0.25,    0.18,    0.30,    0.02
19281005,   -0.28,    0.46,   -0.06,    0.02
19281006,   -0.05,    0.00,    0.20,    0.02
19281008,   -0.32,   -0.15,   -0.27,    0.02
19281009,    0.12,    0.09,   -1.05,    0.02
19281010,    0.92,   -0.04,   -0.05,    0.02
19281011,    0.31,    0.50,   -0.85,    0.02
19281013,    0.55,    0.41,   -0.46,    0.02
19281015,    0.38,   -0.46,    0.16,    0.02
19281016,    0.30,   -0.16,    0.56,    0.02
19281017,    0.30,    0.80,    0.22,    0.02
19281018,    0.29,   -0.29,   -0.37,    0.02
19281019,    0.45,   -0.19,   -0.56,    0.02
19281020,   -0.44,    0.25,   -0.03,    0.02
19281022,   -0.12,    0.28,   -0.60,    0.02
19281023,    0.67,   -0.09,    0.39,    0.02
19281024,    0.22,    0.10,    0.63,    0.02
19281025,   -0.26,   -0.06,    0.24,    0.02
19281026,   -1.13,   -0.39,   -0.06,    0.02
19281027,    0.87,    0.16,   -0.06,    0.02
19281029,    0.69,   -0.07,    0.60,    0.02
19281030,   -1.06,   -0.33,   -0.17,    0.02
19281031,   -0.51,   -0.31,   -0.57,    0.02
19281101,    1.28,   -0.21,   -0.28,    0.02
19281102,   -0.06,   -0.21,    0.31,    0.02
19281103,    0.03,   -0.03,   -0.34,    0.02
19281105,    1.13,   -0.30,    0.22,    0.02
19281107,    1.19,    0.02,    0.85,    0.02
19281108,   -0.25,    0.01,   -0.13,    0.02
19281109,    0.72,   -0.38,    0.45,    0.02
19281110,    0.77,    0.00,    0.47,    0.02
19281112,    0.34,   -0.46,    0.01,    0.02
19281113,    0.07,    0.18,   -0.17,    0.02
19281114,    0.14,    0.32,   -0.30,    0.02
19281115,    0.36,   -0.01,   -0.66,    0.02
19281116,    1.76,   -0.76,    0.23,    0.02
19281117,    0.10,   -0.02,   -0.09,    0.02
19281119,    0.17,   -0.56,    1.02,    0.02
19281120,    1.11,   -0.63,    0.97,    0.02
19281121,   -1.51,    0.47,   -0.25,    0.02
19281122,    1.39,   -0.43,    0.71,    0.02
19281123,    0.26,    0.43,   -0.30,    0.02
19281126,    0.46,    0.07,    0.69,    0.02
19281127,    0.27,    0.88,   -0.19,    0.02
19281128,    1.09,    0.37,   -0.34,    0.02
19281130,    0.40,   -0.40,   -0.46,    0.02
19281201,   -0.60,    0.06,    0.66,    0.00
19281203,   -0.72,    0.36,   -0.42,    0.00
19281204,    0.23,    0.49,   -0.43,    0.00
19281205,   -0.69,    0.82,   -0.35,    0.00
19281206,   -3.54,    0.01,   -1.35,    0.00
19281207,   -2.35,   -0.50,    0.84,    0.00
19281208,   -1.89,   -0.62,    0.01,    0.00
19281210,    1.62,   -1.31,    0.70,    0.00
19281211,    2.27,    1.36,    0.36,    0.00
19281212,   -0.77,   -0.19,    0.21,    0.00
19281213,   -0.34,    0.44,    0.18,    0.00
19281214,    0.20,   -0.04,   -0.15,    0.00
19281215,   -0.35,    0.19,    0.10,    0.00
19281217,   -0.37,   -0.31,   -0.52,    0.00
19281218,    1.06,   -0.08,   -0.16,    0.00
19281219,    1.20,   -0.38,    0.34,    0.00
19281220,    0.37,   -0.01,   -0.20,    0.00
19281221,    1.07,   -0.32,   -0.19,    0.00
19281222,    0.12,    0.30,   -0.30,    0.00
19281224,    0.86,    0.18,   -0.88,    0.00
19281226,   -0.31,    0.02,    0.24,    0.00
19281227,    0.65,   -0.79,   -0.01,    0.00
19281228,    1.34,   -0.52,    0.17,    0.00
19281229,    0.20,    0.30,    0.16,    0.00
19281231,    1.33,   -0.33,    0.56,    0.00
19290102,    1.48,    0.45,   -0.20,    0.01
19290103,    0.10,    0.11,   -0.34,    0.01
19290104,   -0.03,   -0.43,    0.64,    0.01
19290105,   -0.88,    0.43,   -0.22,    0.01
19290107,   -1.30,   -0.37,    0.25,    0.01
19290108,   -0.23,    0.21,    0.22,    0.01
19290109,    1.21,    0.09,    0.11,    0.01
19290110,    0.27,    0.28,   -0.21,    0.01
19290111,   -0.04,    0.23,    0.01,    0.01
19290112,   -0.24,    0.04,    0.14,    0.01
19290114,    0.25,    0.17,    0.29,    0.01
19290115,   -0.99,   -0.10,   -0.08,    0.01
19290116,    0.91,   -0.16,    0.39,    0.01
19290117,    0.71,   -0.35,    0.05,    0.01
19290118,    0.04,    0.24,    0.12,    0.01
19290119,    0.19,   -0.26,    0.32,    0.01
19290121,    0.16,   -0.18,    0.00,    0.01
19290122,    0.59,   -0.49,   -0.25,    0.01
19290123,    0.53,   -0.76,   -0.56,    0.01
19290124,   -0.82,    0.14,   -0.66,    0.01
19290125,    1.17,   -0.62,   -1.33,    0.01
19290126,    0.34,   -0.20,   -0.06,    0.01
19290128,   -0.26,    0.12,    0.04,    0.01
19290129,   -0.25,   -0.20,   -0.32,    0.01
19290130,    0.32,   -0.74,   -0.33,    0.01
19290131,    1.37,   -0.90,    0.86,    0.01
19290201,    0.56,   -0.32,    0.74,    0.02
19290202,   -0.01,    0.31,    0.74,    0.02
19290204,   -0.44,    0.69,    0.11,    0.02
19290205,    0.22,    0.19,   -0.22,    0.02
19290206,   -0.79,   -0.24,   -0.69,    0.02
19290207,   -2.98,   -0.03,    0.41,    0.02
19290208,   -0.96,   -0.57,    0.64,    0.02
19290211,    2.16,   -0.81,    0.71,    0.02
19290213,    0.08,    0.42,   -0.93,    0.02
19290214,   -0.61,   -0.44,    0.51,    0.02
19290215,   -1.59,    0.58,   -0.58,    0.02
19290216,   -1.41,   -0.52,    0.34,    0.02
19290218,    1.09,   -0.38,    0.34,    0.02
19290219,    0.21,    0.95,   -0.31,    0.02
19290220,    0.81,    0.32,   -0.16,    0.02
19290221,    0.71,   -0.44,    0.07,    0.02
19290225,    0.28,    0.49,   -0.23,    0.02
19290226,    0.36,    0.17,   -0.30,    0.02
19290227,    1.05,   -0.30,    0.59,    0.02
19290228,    1.05,   -0.38,   -0.15,    0.02
19290301,    1.01,   -0.07,    0.35,    0.01
19290302,   -0.27,   -0.21,    0.63,    0.01
19290304,   -0.89,   -0.05,    0.41,    0.01
19290305,   -0.68,   -0.56,    0.55,    0.01
19290306,   -1.57,   -0.46,   -0.22,    0.01
19290307,    0.75,   -0.59,    0.36,    0.01
19290308,    0.58,    0.03,    0.02,    0.01
19290309,   -0.02,    0.39,   -0.25,    0.01
19290311,   -1.32,    0.35,   -0.25,    0.01
19290312,    0.26,   -0.46,    0.07,    0.01
19290313,    0.97,   -0.29,    0.17,    0.01
19290314,    1.55,   -0.15,   -0.39,    0.01
19290315,    1.07,   -0.28,   -0.07,    0.01
19290316,    0.26,    0.09,    0.01,    0.01
19290318,   -0.42,   -0.03,    0.11,    0.01
19290319,    0.02,   -0.58,    0.58,    0.01
19290320,    0.03,   -0.50,    0.56,    0.01
19290321,   -0.43,    0.28,   -0.62,    0.01
19290322,   -1.15,    0.12,   -0.74,    0.01
19290323,   -1.00,    0.08,   -0.32,    0.01
19290325,   -3.16,   -0.72,   -0.19,    0.01
19290326,   -1.12,   -2.72,    0.12,    0.01
19290327,    3.26,    0.80,    0.23,    0.01
19290328,    1.60,    0.64,    0.52,    0.01
19290401,   -2.25,   -0.41,    0.03,    0.01
19290402,    1.17,    0.25,    0.38,    0.01
19290403,   -1.08,    0.38,    0.08,    0.01
19290404,    1.19,   -0.42,    0.17,    0.01
19290405,   -0.75,    0.74,   -0.76,    0.01
19290406,    0.11,   -0.50,    0.66,    0.01
19290408,   -0.95,    0.24,   -0.65,    0.01
19290409,   -0.86,   -0.81,   -0.36,    0.01
19290410,    0.50,   -0.20,    0.07,    0.01
19290411,    1.01,   -0.43,    0.55,    0.01
19290412,    0.60,    0.58,   -0.60,    0.01
19290413,   -0.03,    0.21,    0.22,    0.01
19290415,   -0.58,    0.67,   -0.20,    0.01
19290416,    0.05,   -0.04,   -0.26,    0.01
19290417,    0.98,   -0.45,    0.10,    0.01
19290418,    0.38,    0.25,   -0.44,    0.01
19290419,   -0.03,    0.08,   -0.21,    0.01
19290420,    0.17,   -0.10,   -0.43,    0.01
19290422,    0.82,   -0.35,    0.06,    0.01
19290423,    0.45,    0.26,   -0.12,    0.01
19290424,   -0.23,    0.02,    0.37,    0.01
19290425,   -0.62,    0.04,    0.24,    0.01
19290426,   -0.10,   -0.14,   -0.41,    0.01
19290427,    0.53,    0.18,    0.46,    0.01
19290429,   -0.55,    0.04,    0.62,    0.01
19290430,    1.63,   -1.23,    1.39,    0.01
19290501,    0.11,    0.31,   -0.26,    0.02
19290502,    0.14,    0.04,   -0.29,    0.02
19290503,    0.77,   -0.07,   -0.60,    0.02
19290504,    0.31,   -0.45,    0.17,    0.02
19290506,   -0.52,   -0.15,   -0.31,    0.02
19290507,   -0.68,    0.09,   -0.03,    0.02
19290508,    0.09,   -0.09,   -0.05,    0.02
19290509,   -0.55,   -0.04,    0.00,    0.02
19290510,    1.12,   -0.21,    0.13,    0.02
19290511,   -0.34,    0.28,    0.17,    0.02
19290513,   -2.11,   -0.43,   -0.24,    0.02
19290514,    0.91,   -0.45,   -0.65,    0.02
19290515,   -0.28,    0.04,    0.06,    0.02
19290516,    0.06,   -0.44,   -0.38,    0.02
19290517,    0.49,    0.18,   -0.07,    0.02
19290518,   -0.17,   -0.10,   -0.13,    0.02
19290520,   -1.94,    0.41,    0.79,    0.02
19290521,    0.07,   -1.32,   -0.39,    0.02
19290522,   -3.14,    0.98,   -0.70,    0.02
19290523,    1.51,   -1.32,   -0.18,    0.02
19290524,   -0.47,    0.63,   -0.03,    0.02
19290525,   -0.36,   -0.52,   -0.08,    0.02
19290527,   -3.17,   -0.71,   -0.17,    0.02
19290528,    1.10,   -1.20,    0.21,    0.02
19290529,    0.10,   -0.21,    0.94,    0.02
19290531,    0.57,   -1.20,    0.41,    0.02
19290601,    0.61,    0.30,    0.08,    0.02
19290603,    1.27,   -0.10,    0.66,    0.02
19290604,    1.40,    0.39,   -0.76,    0.02
19290605,   -0.31,    0.27,   -0.65,    0.02
19290606,    0.28,   -0.17,    0.40,    0.02
19290607,   -0.45,   -0.03,   -0.43,    0.02
19290608,   -0.35,   -0.15,    0.95,    0.02
19290610,   -0.52,    0.14,    0.33,    0.02
19290611,    0.40,   -0.20,   -0.43,    0.02
19290612,    0.03,    0.25,   -0.33,    0.02
19290613,    1.24,   -0.50,   -0.02,    0.02
19290614,    0.30,    0.34,    0.30,    0.02
19290615,    0.29,   -0.19,    0.77,    0.02
19290617,    1.20,   -0.69,   -0.58,    0.02
19290618,    0.16,   -0.04,    0.00,    0.02
19290619,   -0.64,    0.38,   -0.51,    0.02
19290620,    0.43,   -0.18,   -0.33,    0.02
19290621,    0.67,   -0.39,    0.45,    0.02
19290622,    0.31,    0.04,    0.66,    0.02
19290624,   -0.21,    0.23,   -0.72,    0.02
19290625,    0.77,   -0.40,   -0.92,    0.02
19290626,    0.56,   -0.01,    0.03,    0.02
19290627,    0.08,   -0.05,   -0.52,    0.02
19290628,    0.95,   -0.93,   -0.85,    0.02
19290629,    0.83,   -0.32,   -0.09,    0.02
19290701,    0.37,   -0.24,    0.31,    0.01
19290702,    1.15,   -0.94,    0.24,    0.01
19290703,    0.33,    0.19,   -0.38,    0.01
19290705,    0.48,    0.21,   -0.44,    0.01
19290706,    0.16,   -0.13,   -0.08,    0.01
19290708,    0.03,    0.61,    1.00,    0.01
19290709,    0.09,    0.30,   -0.03,    0.01
19290710,   -0.30,    0.02,   -0.18,    0.01
19290711,    0.25,   -0.22,   -0.37,    0.01
19290712,    0.93,   -0.79,    0.26,    0.01
19290713,    0.40,   -0.49,    1.16,    0.01
19290715,   -0.45,   -0.30,    1.00,    0.01
19290716,    0.48,   -0.25,    0.07,    0.01
19290717,    0.27,    0.05,   -0.26,    0.01
19290718,   -0.13,   -0.11,   -0.06,    0.01
19290719,    0.32,   -0.55,    0.75,    0.01
19290720,    0.15,   -0.09,    0.19,    0.01
19290722,   -1.11,    0.17,   -0.29,    0.01
19290723,    1.05,   -0.82,    0.21,    0.01
19290724,   -0.49,   -0.27,    0.12,    0.01
19290725,    0.51,   -0.56,   -0.72,    0.01
19290726,   -0.40,    0.00,    0.10,    0.01
19290727,   -0.45,    0.44,   -0.44,    0.01
19290729,   -1.16,    0.24,    0.46,    0.01
19290730,    0.88,   -0.04,   -0.02,    0.01
19290731,    1.07,   -0.22,    0.03,    0.01
19290801,    0.81,   -0.65,   -0.19,    0.02
19290802,    0.95,   -1.17,   -0.04,    0.02
19290803,    0.50,   -0.52,   -0.64,    0.02
19290805,   -0.60,   -0.48,    0.78,    0.02
19290806,   -0.47,    0.21,    0.03,    0.02
19290807,   -1.02,    0.14,    0.37,    0.02
19290808,    0.91,   -0.74,    0.07,    0.02
19290809,   -3.60,    0.27,    0.38,    0.02
19290810,    1.59,   -0.78,    0.49,    0.02
19290812,    1.46,   -0.24,    0.21,    0.02
19290813,    0.71,   -0.58,   -0.22,    0.02
19290814,    0.14,   -0.52,   -0.10,    0.02
19290815,    0.30,   -0.05,    0.17,    0.02
19290816,    1.83,   -0.39,   -0.32,    0.02
19290817,    0.26,    0.15,    0.87,    0.02
19290819,    0.52,   -0.70,   -0.62,    0.02
19290820,    0.32,   -0.02,    0.14,    0.02
19290821,   -0.38,   -0.01,   -0.12,    0.02
19290822,    0.86,   -0.56,   -0.52,    0.02
19290823,    0.96,   -1.22,   -0.41,    0.02
19290824,    0.23,   -0.58,    0.11,    0.02
19290826,   -0.08,   -0.18,    0.30,    0.02
19290827,   -0.09,    0.02,   -0.01,    0.02
19290828,   -0.02,   -0.15,    0.22,    0.02
19290829,    0.77,   -0.14,    0.15,    0.02
19290830,    1.08,   -0.53,   -0.81,    0.02
19290903,    0.36,   -0.30,   -0.48,    0.01
19290904,   -0.53,    0.11,   -0.78,    0.01
19290905,   -1.92,    0.75,    0.21,    0.01
19290906,    2.05,   -1.20,   -0.24,    0.01
19290907,    0.32,   -0.31,    0.10,    0.01
19290909,   -0.58,    0.09,   -0.12,    0.01
19290910,   -1.71,    1.35,    0.03,    0.01
19290911,    1.18,   -1.11,    0.25,    0.01
19290912,   -1.00,    1.14,   -0.01,    0.01
19290913,    0.25,    0.12,   -0.22,    0.01
19290914,    0.22,   -0.03,    0.06,    0.01
19290916,    1.02,   -0.47,   -0.16,    0.01
19290917,   -0.63,    0.89,   -0.27,    0.01
19290918,    0.44,   -0.95,    0.50,    0.01
19290919,    0.01,   -0.02,   -0.30,    0.01
19290920,   -0.87,    0.53,   -0.09,    0.01
19290921,   -0.08,    0.20,   -0.13,    0.01
19290923,   -0.29,   -0.18,    0.12,    0.01
19290924,   -1.52,    0.51,    0.20,    0.01
19290925,   -0.15,   -0.56,    0.04,    0.01
19290926,    0.93,    0.08,   -0.51,    0.01
19290927,   -2.45,    0.62,    0.46,    0.01
19290928,    0.30,   -0.65,    0.39,    0.01
19290930,   -0.81,    0.73,    0.08,    0.01
19291001,   -0.68,   -0.50,   -0.14,    0.02
19291002,    0.75,   -0.06,   -0.15,    0.02
19291003,   -3.67,    1.28,    0.91,    0.02
19291004,   -1.19,   -1.75,    0.16,    0.02
19291005,    3.90,   -0.55,   -1.09,    0.02
19291007,    1.75,    0.20,    0.57,    0.02
19291008,   -0.01,    0.36,    0.07,    0.02
19291009,   -0.20,   -0.26,    0.27,    0.02
19291010,    1.41,   -0.59,   -0.48,    0.02
19291011,   -0.16,    0.45,    0.23,    0.02
19291014,   -0.50,    0.27,   -0.35,    0.02
19291015,   -0.66,    0.30,    0.22,    0.02
19291016,   -3.03,    1.10,    0.88,    0.02
19291017,    1.05,   -1.67,    0.00,    0.02
19291018,   -2.29,    1.30,    1.11,    0.02
19291019,   -2.78,    0.30,    0.87,    0.02
19291021,   -1.32,   -1.01,    0.20,    0.02
19291022,    2.00,   -0.40,   -0.33,    0.02
19291023,   -5.63,    0.66,    0.59,    0.02
19291024,   -3.78,   -3.74,    1.41,    0.02
19291025,    1.41,    0.10,    0.20,    0.02
19291026,   -0.36,    1.18,    0.73,    0.02
19291028,  -11.25,    1.29,    3.92,    0.02
19291029,  -11.55,    0.26,    2.10,    0.02
19291030,   11.20,   -7.25,   -2.06,    0.02
19291031,    5.90,    2.46,   -1.73,    0.02
19291104,   -4.28,    1.95,    1.64,    0.02
19291106,   -9.66,    1.59,    2.39,    0.02
19291107,    2.04,   -4.60,   -0.56,    0.02
19291108,    0.21,    2.64,    0.26,    0.02
19291111,   -5.52,    1.52,    1.91,    0.02
